Barcode,Difference
s_008um_00458_00204-1,0
s_008um_00329_00131-1,0
s_008um_00220_00240-1,0
s_008um_00390_00316-1,0
s_008um_00312_00394-1,0
s_008um_00543_00493-1,0
s_008um_00495_00439-1,0
s_008um_00416_00420-1,0
s_008um_00082_00347-1,0
s_008um_00159_00593-1,0
s_008um_00342_00808-1,0
s_008um_00463_00362-1,0
s_008um_00147_00664-1,0
s_008um_00289_00465-1,0
s_008um_00515_00739-1,0
s_008um_00342_00763-1,0
s_008um_00263_00259-1,0
s_008um_00369_00734-1,0
s_008um_00487_00328-1,0
s_008um_00223_00439-1,0
s_008um_00539_00675-1,0
s_008um_00128_00512-1,0
s_008um_00372_00495-1,0
s_008um_00540_00220-1,0
s_008um_00245_00585-1,0
s_008um_00252_00715-1,0
s_008um_00495_00684-1,0
s_008um_00594_00545-1,0
s_008um_00380_00202-1,0
s_008um_00280_00537-1,0
s_008um_00448_00650-1,0
s_008um_00577_00474-1,0
s_008um_00413_00539-1,0
s_008um_00246_00637-1,0
s_008um_00227_00293-1,0
s_008um_00515_00308-1,0
s_008um_00201_00288-1,0
s_008um_00240_00800-1,0
s_008um_00250_00387-1,0
s_008um_00527_00269-1,0
s_008um_00055_00455-1,0
s_008um_00403_00134-1,0
s_008um_00271_00465-1,0
s_008um_00149_00367-1,0
s_008um_00520_00774-1,0
s_008um_00489_00537-1,0
s_008um_00143_00275-1,0
s_008um_00530_00508-1,0
s_008um_00238_00690-1,0
s_008um_00276_00789-1,0
s_008um_00417_00495-1,0
s_008um_00134_00318-1,0
s_008um_00596_00541-1,0
s_008um_00324_00761-1,0
s_008um_00367_00658-1,0
s_008um_00560_00743-1,0
s_008um_00329_00227-1,0
s_008um_00298_00748-1,0
s_008um_00161_00328-1,0
s_008um_00479_00364-1,0
s_008um_00574_00550-1,0
s_008um_00318_00346-1,0
s_008um_00422_00491-1,0
s_008um_00545_00516-1,0
s_008um_00402_00475-1,0
s_008um_00460_00335-1,0
s_008um_00393_00633-1,0
s_008um_00562_00377-1,0
s_008um_00563_00435-1,0
s_008um_00222_00667-1,0
s_008um_00480_00804-1,0
s_008um_00544_00301-1,0
s_008um_00183_00392-1,0
s_008um_00328_00678-1,0
s_008um_00316_00653-1,0
s_008um_00342_00443-1,0
s_008um_00059_00495-1,0
s_008um_00375_00267-1,0
s_008um_00336_00219-1,0
s_008um_00193_00261-1,0
s_008um_00438_00583-1,0
s_008um_00372_00756-1,0
s_008um_00286_00700-1,0
s_008um_00127_00626-1,0
s_008um_00131_00613-1,0
s_008um_00218_00111-1,0
s_008um_00522_00358-1,0
s_008um_00256_00283-1,0
s_008um_00597_00424-1,0
s_008um_00470_00140-1,0
s_008um_00560_00302-1,0
s_008um_00499_00718-1,0
s_008um_00561_00237-1,0
s_008um_00340_00181-1,0
s_008um_00152_00639-1,0
s_008um_00375_00060-1,0
s_008um_00534_00558-1,0
s_008um_00386_00605-1,0
s_008um_00630_00535-1,0
s_008um_00487_00612-1,0
s_008um_00294_00452-1,0
s_008um_00417_00501-1,0
s_008um_00273_00638-1,0
s_008um_00281_00250-1,0
s_008um_00238_00449-1,0
s_008um_00158_00328-1,0
s_008um_00492_00387-1,0
s_008um_00449_00707-1,0
s_008um_00144_00740-1,0
s_008um_00536_00394-1,0
s_008um_00239_00356-1,0
s_008um_00397_00149-1,0
s_008um_00365_00752-1,0
s_008um_00394_00597-1,0
s_008um_00203_00236-1,0
s_008um_00304_00570-1,0
s_008um_00526_00540-1,0
s_008um_00162_00227-1,0
s_008um_00264_00420-1,0
s_008um_00320_00212-1,0
s_008um_00532_00751-1,0
s_008um_00420_00097-1,0
s_008um_00163_00476-1,0
s_008um_00431_00257-1,0
s_008um_00471_00453-1,0
s_008um_00114_00618-1,0
s_008um_00243_00611-1,0
s_008um_00105_00523-1,0
s_008um_00566_00710-1,0
s_008um_00067_00542-1,0
s_008um_00419_00791-1,0
s_008um_00499_00583-1,0
s_008um_00125_00289-1,0
s_008um_00487_00645-1,0
s_008um_00437_00687-1,0
s_008um_00262_00164-1,0
s_008um_00151_00278-1,0
s_008um_00568_00413-1,0
s_008um_00360_00798-1,0
s_008um_00103_00312-1,0
s_008um_00151_00669-1,0
s_008um_00324_00232-1,0
s_008um_00154_00257-1,0
s_008um_00480_00439-1,0
s_008um_00169_00711-1,0
s_008um_00513_00244-1,0
s_008um_00375_00698-1,0
s_008um_00273_00449-1,0
s_008um_00513_00680-1,0
s_008um_00408_00374-1,0
s_008um_00234_00738-1,0
s_008um_00140_00335-1,0
s_008um_00338_00799-1,0
s_008um_00450_00543-1,0
s_008um_00178_00325-1,0
s_008um_00430_00263-1,0
s_008um_00097_00632-1,0
s_008um_00256_00457-1,0
s_008um_00519_00614-1,0
s_008um_00319_00448-1,0
s_008um_00209_00794-1,0
s_008um_00147_00550-1,0
s_008um_00416_00217-1,0
s_008um_00286_00762-1,0
s_008um_00590_00630-1,0
s_008um_00294_00334-1,0
s_008um_00575_00589-1,0
s_008um_00379_00536-1,0
s_008um_00410_00803-1,0
s_008um_00147_00744-1,0
s_008um_00220_00543-1,0
s_008um_00522_00553-1,0
s_008um_00187_00479-1,0
s_008um_00572_00437-1,0
s_008um_00489_00709-1,0
s_008um_00389_00506-1,0
s_008um_00445_00268-1,0
s_008um_00585_00336-1,0
s_008um_00177_00203-1,0
s_008um_00198_00620-1,0
s_008um_00139_00557-1,0
s_008um_00534_00707-1,0
s_008um_00100_00471-1,0
s_008um_00280_00167-1,0
s_008um_00410_00412-1,0
s_008um_00161_00790-1,0
s_008um_00430_00319-1,0
s_008um_00310_00183-1,0
s_008um_00486_00438-1,0
s_008um_00525_00648-1,0
s_008um_00172_00533-1,0
s_008um_00367_00404-1,0
s_008um_00299_00568-1,0
s_008um_00558_00406-1,0
s_008um_00223_00138-1,0
s_008um_00167_00181-1,0
s_008um_00260_00340-1,0
s_008um_00185_00592-1,0
s_008um_00221_00309-1,0
s_008um_00438_00469-1,0
s_008um_00148_00651-1,0
s_008um_00386_00089-1,0
s_008um_00134_00216-1,0
s_008um_00136_00282-1,0
s_008um_00188_00592-1,0
s_008um_00111_00455-1,0
s_008um_00225_00241-1,0
s_008um_00177_00757-1,0
s_008um_00486_00150-1,0
s_008um_00326_00767-1,0
s_008um_00093_00297-1,0
s_008um_00601_00536-1,0
s_008um_00351_00362-1,0
s_008um_00352_00590-1,0
s_008um_00343_00796-1,0
s_008um_00481_00233-1,0
s_008um_00576_00270-1,0
s_008um_00294_00333-1,0
s_008um_00487_00153-1,0
s_008um_00405_00436-1,0
s_008um_00507_00507-1,0
s_008um_00580_00282-1,0
s_008um_00587_00649-1,0
s_008um_00584_00612-1,0
s_008um_00311_00774-1,0
s_008um_00516_00614-1,0
s_008um_00186_00192-1,0
s_008um_00555_00752-1,0
s_008um_00148_00769-1,0
s_008um_00327_00187-1,0
s_008um_00296_00121-1,0
s_008um_00412_00259-1,0
s_008um_00388_00637-1,0
s_008um_00391_00601-1,0
s_008um_00222_00662-1,0
s_008um_00505_00195-1,0
s_008um_00344_00475-1,0
s_008um_00517_00208-1,0
s_008um_00159_00484-1,0
s_008um_00477_00527-1,0
s_008um_00289_00678-1,0
s_008um_00214_00349-1,0
s_008um_00460_00770-1,0
s_008um_00355_00152-1,0
s_008um_00173_00686-1,0
s_008um_00524_00640-1,0
s_008um_00468_00665-1,0
s_008um_00380_00145-1,0
s_008um_00168_00282-1,0
s_008um_00310_00742-1,0
s_008um_00317_00524-1,0
s_008um_00182_00431-1,0
s_008um_00252_00460-1,0
s_008um_00609_00567-1,0
s_008um_00260_00710-1,0
s_008um_00442_00507-1,0
s_008um_00122_00374-1,0
s_008um_00356_00418-1,0
s_008um_00372_00163-1,0
s_008um_00234_00237-1,0
s_008um_00285_00574-1,0
s_008um_00565_00729-1,0
s_008um_00463_00318-1,0
s_008um_00612_00443-1,0
s_008um_00263_00320-1,0
s_008um_00325_00292-1,0
s_008um_00433_00635-1,0
s_008um_00430_00449-1,0
s_008um_00485_00395-1,0
s_008um_00546_00422-1,0
s_008um_00525_00262-1,0
s_008um_00478_00795-1,0
s_008um_00234_00408-1,0
s_008um_00088_00509-1,0
s_008um_00329_00488-1,0
s_008um_00455_00199-1,0
s_008um_00200_00490-1,0
s_008um_00137_00586-1,0
s_008um_00561_00413-1,0
s_008um_00154_00656-1,0
s_008um_00470_00421-1,0
s_008um_00316_00306-1,0
s_008um_00284_00407-1,0
s_008um_00157_00216-1,0
s_008um_00114_00320-1,0
s_008um_00276_00280-1,0
s_008um_00373_00260-1,0
s_008um_00381_00194-1,0
s_008um_00388_00138-1,0
s_008um_00475_00310-1,0
s_008um_00242_00372-1,0
s_008um_00446_00389-1,0
s_008um_00271_00355-1,0
s_008um_00399_00772-1,0
s_008um_00175_00397-1,0
s_008um_00289_00806-1,0
s_008um_00538_00480-1,0
s_008um_00573_00623-1,0
s_008um_00613_00593-1,0
s_008um_00150_00515-1,0
s_008um_00270_00348-1,0
s_008um_00280_00149-1,0
s_008um_00556_00723-1,0
s_008um_00125_00471-1,0
s_008um_00316_00381-1,0
s_008um_00549_00687-1,0
s_008um_00094_00636-1,0
s_008um_00164_00429-1,0
s_008um_00109_00314-1,0
s_008um_00506_00755-1,0
s_008um_00194_00726-1,0
s_008um_00485_00686-1,0
s_008um_00232_00683-1,0
s_008um_00250_00816-1,0
s_008um_00117_00516-1,0
s_008um_00259_00448-1,0
s_008um_00493_00468-1,0
s_008um_00565_00637-1,0
s_008um_00317_00114-1,0
s_008um_00128_00524-1,0
s_008um_00602_00363-1,0
s_008um_00423_00266-1,0
s_008um_00493_00549-1,0
s_008um_00194_00304-1,0
s_008um_00175_00356-1,0
s_008um_00364_00645-1,0
s_008um_00272_00337-1,0
s_008um_00363_00531-1,0
s_008um_00516_00375-1,0
s_008um_00352_00149-1,0
s_008um_00307_00690-1,0
s_008um_00194_00476-1,0
s_008um_00465_00122-1,0
s_008um_00374_00202-1,0
s_008um_00206_00346-1,0
s_008um_00181_00448-1,0
s_008um_00413_00530-1,0
s_008um_00258_00672-1,0
s_008um_00520_00351-1,0
s_008um_00434_00401-1,0
s_008um_00256_00280-1,0
s_008um_00427_00243-1,0
s_008um_00237_00784-1,0
s_008um_00280_00238-1,0
s_008um_00110_00544-1,0
s_008um_00586_00643-1,0
s_008um_00217_00354-1,0
s_008um_00476_00785-1,0
s_008um_00232_00677-1,0
s_008um_00061_00453-1,0
s_008um_00528_00473-1,0
s_008um_00388_00206-1,0
s_008um_00526_00641-1,0
s_008um_00096_00373-1,0
s_008um_00542_00603-1,0
s_008um_00083_00414-1,0
s_008um_00527_00374-1,0
s_008um_00060_00492-1,0
s_008um_00282_00132-1,0
s_008um_00358_00560-1,0
s_008um_00095_00474-1,0
s_008um_00250_00161-1,0
s_008um_00461_00352-1,0
s_008um_00175_00684-1,0
s_008um_00182_00300-1,0
s_008um_00255_00591-1,0
s_008um_00259_00552-1,0
s_008um_00371_00463-1,0
s_008um_00342_00270-1,0
s_008um_00570_00732-1,0
s_008um_00412_00175-1,0
s_008um_00314_00482-1,0
s_008um_00422_00120-1,0
s_008um_00412_00142-1,0
s_008um_00193_00219-1,0
s_008um_00156_00167-1,0
s_008um_00191_00286-1,0
s_008um_00267_00204-1,0
s_008um_00565_00257-1,0
s_008um_00134_00655-1,0
s_008um_00296_00243-1,0
s_008um_00410_00795-1,0
s_008um_00373_00219-1,0
s_008um_00233_00321-1,0
s_008um_00086_00414-1,0
s_008um_00229_00777-1,0
s_008um_00383_00454-1,0
s_008um_00496_00350-1,0
s_008um_00386_00401-1,0
s_008um_00444_00666-1,0
s_008um_00222_00810-1,0
s_008um_00418_00139-1,0
s_008um_00219_00349-1,0
s_008um_00443_00246-1,0
s_008um_00201_00713-1,0
s_008um_00249_00211-1,0
s_008um_00264_00217-1,0
s_008um_00447_00660-1,0
s_008um_00329_00270-1,0
s_008um_00552_00685-1,0
s_008um_00371_00631-1,0
s_008um_00222_00759-1,0
s_008um_00526_00559-1,0
s_008um_00185_00660-1,0
s_008um_00214_00353-1,0
s_008um_00429_00268-1,0
s_008um_00571_00413-1,0
s_008um_00096_00431-1,0
s_008um_00167_00427-1,0
s_008um_00535_00751-1,0
s_008um_00278_00559-1,0
s_008um_00379_00224-1,0
s_008um_00253_00614-1,0
s_008um_00089_00444-1,0
s_008um_00287_00217-1,0
s_008um_00266_00159-1,0
s_008um_00275_00323-1,0
s_008um_00280_00455-1,0
s_008um_00269_00526-1,0
s_008um_00165_00168-1,0
s_008um_00279_00282-1,0
s_008um_00295_00221-1,0
s_008um_00103_00655-1,0
s_008um_00210_00422-1,0
s_008um_00271_00711-1,0
s_008um_00287_00771-1,0
s_008um_00545_00259-1,0
s_008um_00126_00609-1,0
s_008um_00071_00603-1,0
s_008um_00416_00179-1,0
s_008um_00214_00521-1,0
s_008um_00551_00517-1,0
s_008um_00479_00763-1,0
s_008um_00235_00692-1,0
s_008um_00249_00490-1,0
s_008um_00526_00789-1,0
s_008um_00364_00287-1,0
s_008um_00207_00626-1,0
s_008um_00182_00551-1,0
s_008um_00403_00099-1,0
s_008um_00357_00198-1,0
s_008um_00415_00360-1,0
s_008um_00335_00626-1,0
s_008um_00239_00326-1,0
s_008um_00341_00653-1,0
s_008um_00350_00827-1,0
s_008um_00162_00354-1,0
s_008um_00535_00484-1,0
s_008um_00272_00240-1,0
s_008um_00507_00553-1,0
s_008um_00407_00451-1,0
s_008um_00597_00400-1,0
s_008um_00194_00376-1,0
s_008um_00530_00275-1,0
s_008um_00287_00356-1,0
s_008um_00424_00238-1,0
s_008um_00083_00477-1,0
s_008um_00447_00404-1,0
s_008um_00498_00305-1,0
s_008um_00411_00551-1,0
s_008um_00455_00330-1,0
s_008um_00451_00148-1,0
s_008um_00375_00367-1,0
s_008um_00432_00333-1,0
s_008um_00344_00212-1,0
s_008um_00416_00241-1,0
s_008um_00081_00514-1,0
s_008um_00468_00553-1,0
s_008um_00306_00537-1,0
s_008um_00327_00238-1,0
s_008um_00334_00582-1,0
s_008um_00314_00268-1,0
s_008um_00284_00314-1,0
s_008um_00197_00665-1,0
s_008um_00478_00661-1,0
s_008um_00313_00772-1,0
s_008um_00504_00722-1,0
s_008um_00127_00461-1,0
s_008um_00330_00422-1,0
s_008um_00486_00420-1,0
s_008um_00230_00125-1,0
s_008um_00462_00373-1,0
s_008um_00197_00371-1,0
s_008um_00390_00112-1,0
s_008um_00353_00696-1,0
s_008um_00298_00794-1,0
s_008um_00590_00511-1,0
s_008um_00500_00576-1,0
s_008um_00446_00326-1,0
s_008um_00463_00818-1,0
s_008um_00596_00320-1,0
s_008um_00494_00166-1,0
s_008um_00208_00301-1,0
s_008um_00116_00601-1,0
s_008um_00257_00417-1,0
s_008um_00356_00324-1,0
s_008um_00505_00465-1,0
s_008um_00413_00679-1,0
s_008um_00264_00767-1,0
s_008um_00167_00697-1,0
s_008um_00262_00421-1,0
s_008um_00225_00386-1,0
s_008um_00157_00371-1,0
s_008um_00152_00559-1,0
s_008um_00497_00595-1,0
s_008um_00380_00607-1,0
s_008um_00141_00516-1,0
s_008um_00501_00313-1,0
s_008um_00163_00325-1,0
s_008um_00167_00264-1,0
s_008um_00168_00340-1,0
s_008um_00369_00128-1,0
s_008um_00295_00613-1,0
s_008um_00398_00346-1,0
s_008um_00490_00655-1,0
s_008um_00546_00251-1,0
s_008um_00171_00500-1,0
s_008um_00586_00602-1,0
s_008um_00205_00234-1,0
s_008um_00300_00495-1,0
s_008um_00213_00185-1,0
s_008um_00440_00576-1,0
s_008um_00119_00594-1,0
s_008um_00496_00521-1,0
s_008um_00278_00638-1,0
s_008um_00347_00333-1,0
s_008um_00381_00330-1,0
s_008um_00294_00186-1,0
s_008um_00337_00121-1,0
s_008um_00303_00625-1,0
s_008um_00157_00755-1,0
s_008um_00272_00138-1,0
s_008um_00250_00581-1,0
s_008um_00194_00310-1,0
s_008um_00096_00343-1,0
s_008um_00104_00466-1,0
s_008um_00072_00548-1,0
s_008um_00550_00765-1,0
s_008um_00592_00455-1,0
s_008um_00055_00334-1,0
s_008um_00502_00607-1,0
s_008um_00187_00628-1,0
s_008um_00366_00460-1,0
s_008um_00261_00422-1,0
s_008um_00234_00336-1,0
s_008um_00353_00198-1,0
s_008um_00352_00717-1,0
s_008um_00176_00583-1,0
s_008um_00200_00511-1,0
s_008um_00342_00825-1,0
s_008um_00479_00713-1,0
s_008um_00439_00762-1,0
s_008um_00499_00362-1,0
s_008um_00442_00805-1,0
s_008um_00584_00547-1,0
s_008um_00443_00799-1,0
s_008um_00464_00261-1,0
s_008um_00090_00504-1,0
s_008um_00597_00604-1,0
s_008um_00161_00661-1,0
s_008um_00219_00660-1,0
s_008um_00316_00208-1,0
s_008um_00536_00485-1,0
s_008um_00303_00738-1,0
s_008um_00523_00319-1,0
s_008um_00310_00547-1,0
s_008um_00454_00297-1,0
s_008um_00332_00077-1,0
s_008um_00122_00294-1,0
s_008um_00400_00819-1,0
s_008um_00534_00507-1,0
s_008um_00120_00442-1,0
s_008um_00372_00419-1,0
s_008um_00432_00481-1,0
s_008um_00173_00279-1,0
s_008um_00312_00704-1,0
s_008um_00344_00569-1,0
s_008um_00357_00551-1,0
s_008um_00463_00606-1,0
s_008um_00201_00374-1,0
s_008um_00422_00688-1,0
s_008um_00448_00726-1,0
s_008um_00475_00763-1,0
s_008um_00468_00213-1,0
s_008um_00333_00238-1,0
s_008um_00207_00745-1,0
s_008um_00163_00187-1,0
s_008um_00157_00453-1,0
s_008um_00198_00381-1,0
s_008um_00493_00221-1,0
s_008um_00599_00607-1,0
s_008um_00264_00789-1,0
s_008um_00391_00802-1,0
s_008um_00250_00599-1,0
s_008um_00427_00822-1,0
s_008um_00420_00421-1,0
s_008um_00226_00769-1,0
s_008um_00157_00499-1,0
s_008um_00127_00488-1,0
s_008um_00297_00760-1,0
s_008um_00336_00516-1,0
s_008um_00220_00266-1,0
s_008um_00421_00809-1,0
s_008um_00443_00701-1,0
s_008um_00509_00169-1,0
s_008um_00499_00692-1,0
s_008um_00581_00630-1,0
s_008um_00422_00221-1,0
s_008um_00590_00653-1,0
s_008um_00356_00282-1,0
s_008um_00471_00736-1,0
s_008um_00404_00705-1,0
s_008um_00415_00507-1,0
s_008um_00453_00192-1,0
s_008um_00207_00405-1,0
s_008um_00164_00658-1,0
s_008um_00429_00206-1,0
s_008um_00392_00318-1,0
s_008um_00119_00328-1,0
s_008um_00589_00448-1,0
s_008um_00224_00227-1,0
s_008um_00548_00496-1,0
s_008um_00094_00641-1,0
s_008um_00458_00498-1,0
s_008um_00547_00286-1,0
s_008um_00548_00666-1,0
s_008um_00397_00520-1,0
s_008um_00597_00401-1,0
s_008um_00431_00383-1,0
s_008um_00154_00466-1,0
s_008um_00558_00567-1,0
s_008um_00609_00518-1,0
s_008um_00554_00692-1,0
s_008um_00609_00490-1,0
s_008um_00610_00632-1,0
s_008um_00222_00647-1,0
s_008um_00508_00639-1,0
s_008um_00258_00382-1,0
s_008um_00476_00328-1,0
s_008um_00501_00380-1,0
s_008um_00480_00411-1,0
s_008um_00356_00316-1,0
s_008um_00502_00454-1,0
s_008um_00357_00828-1,0
s_008um_00294_00631-1,0
s_008um_00395_00628-1,0
s_008um_00187_00256-1,0
s_008um_00511_00504-1,0
s_008um_00291_00796-1,0
s_008um_00558_00667-1,0
s_008um_00551_00484-1,0
s_008um_00435_00685-1,0
s_008um_00450_00762-1,0
s_008um_00324_00768-1,0
s_008um_00285_00586-1,0
s_008um_00138_00635-1,0
s_008um_00131_00772-1,0
s_008um_00195_00388-1,0
s_008um_00275_00545-1,0
s_008um_00455_00687-1,0
s_008um_00432_00192-1,0
s_008um_00382_00542-1,0
s_008um_00150_00421-1,0
s_008um_00406_00655-1,0
s_008um_00500_00549-1,0
s_008um_00176_00486-1,0
s_008um_00408_00744-1,0
s_008um_00537_00422-1,0
s_008um_00285_00222-1,0
s_008um_00322_00335-1,0
s_008um_00319_00594-1,0
s_008um_00129_00444-1,0
s_008um_00473_00361-1,0
s_008um_00205_00428-1,0
s_008um_00455_00242-1,0
s_008um_00327_00576-1,0
s_008um_00537_00243-1,0
s_008um_00592_00620-1,0
s_008um_00291_00622-1,0
s_008um_00163_00329-1,0
s_008um_00507_00420-1,0
s_008um_00174_00266-1,0
s_008um_00356_00601-1,0
s_008um_00117_00502-1,0
s_008um_00604_00474-1,0
s_008um_00495_00685-1,0
s_008um_00092_00622-1,0
s_008um_00299_00513-1,0
s_008um_00415_00500-1,0
s_008um_00446_00809-1,0
s_008um_00207_00252-1,0
s_008um_00391_00795-1,0
s_008um_00229_00659-1,0
s_008um_00377_00437-1,0
s_008um_00293_00468-1,0
s_008um_00446_00261-1,0
s_008um_00127_00592-1,0
s_008um_00515_00476-1,0
s_008um_00821_00498-1,0
s_008um_00442_00666-1,0
s_008um_00348_00738-1,0
s_008um_00321_00096-1,0
s_008um_00176_00621-1,0
s_008um_00455_00589-1,0
s_008um_00456_00445-1,0
s_008um_00557_00543-1,0
s_008um_00065_00575-1,0
s_008um_00202_00241-1,0
s_008um_00578_00469-1,0
s_008um_00543_00591-1,0
s_008um_00272_00377-1,0
s_008um_00222_00446-1,0
s_008um_00260_00296-1,0
s_008um_00372_00602-1,0
s_008um_00558_00470-1,0
s_008um_00341_00171-1,0
s_008um_00172_00228-1,0
s_008um_00166_00753-1,0
s_008um_00368_00069-1,0
s_008um_00204_00712-1,0
s_008um_00173_00685-1,0
s_008um_00320_00767-1,0
s_008um_00215_00245-1,0
s_008um_00201_00181-1,0
s_008um_00535_00454-1,0
s_008um_00364_00355-1,0
s_008um_00094_00544-1,0
s_008um_00283_00205-1,0
s_008um_00544_00482-1,0
s_008um_00406_00792-1,0
s_008um_00531_00282-1,0
s_008um_00240_00225-1,0
s_008um_00303_00790-1,0
s_008um_00551_00288-1,0
s_008um_00339_00768-1,0
s_008um_00452_00586-1,0
s_008um_00354_00607-1,0
s_008um_00323_00727-1,0
s_008um_00108_00465-1,0
s_008um_00538_00734-1,0
s_008um_00335_00403-1,0
s_008um_00587_00445-1,0
s_008um_00174_00374-1,0
s_008um_00361_00291-1,0
s_008um_00467_00630-1,0
s_008um_00456_00786-1,0
s_008um_00546_00563-1,0
s_008um_00459_00679-1,0
s_008um_00507_00317-1,0
s_008um_00505_00284-1,0
s_008um_00492_00547-1,0
s_008um_00339_00072-1,0
s_008um_00301_00672-1,0
s_008um_00444_00372-1,0
s_008um_00224_00638-1,0
s_008um_00266_00328-1,0
s_008um_00351_00600-1,0
s_008um_00541_00506-1,0
s_008um_00494_00782-1,0
s_008um_00179_00272-1,0
s_008um_00150_00241-1,0
s_008um_00483_00244-1,0
s_008um_00348_00307-1,0
s_008um_00656_00611-1,0
s_008um_00186_00657-1,0
s_008um_00213_00246-1,0
s_008um_00166_00309-1,0
s_008um_00168_00217-1,0
s_008um_00402_00816-1,0
s_008um_00062_00500-1,0
s_008um_00574_00411-1,0
s_008um_00420_00802-1,0
s_008um_00398_00821-1,0
s_008um_00164_00461-1,0
s_008um_00199_00225-1,0
s_008um_00538_00536-1,0
s_008um_00474_00758-1,0
s_008um_00313_00306-1,0
s_008um_00367_00496-1,0
s_008um_00338_00259-1,0
s_008um_00537_00470-1,0
s_008um_00334_00676-1,0
s_008um_00109_00456-1,0
s_008um_00496_00240-1,0
s_008um_00179_00764-1,0
s_008um_00322_00473-1,0
s_008um_00507_00278-1,0
s_008um_00404_00399-1,0
s_008um_00086_00438-1,0
s_008um_00356_00450-1,0
s_008um_00408_00710-1,0
s_008um_00084_00334-1,0
s_008um_00384_00176-1,0
s_008um_00426_00186-1,0
s_008um_00308_00491-1,0
s_008um_00361_00801-1,0
s_008um_00307_00439-1,0
s_008um_00418_00176-1,0
s_008um_00172_00506-1,0
s_008um_00481_00283-1,0
s_008um_00527_00433-1,0
s_008um_00126_00315-1,0
s_008um_00426_00687-1,0
s_008um_00316_00761-1,0
s_008um_00427_00483-1,0
s_008um_00393_00519-1,0
s_008um_00520_00462-1,0
s_008um_00343_00112-1,0
s_008um_00569_00391-1,0
s_008um_00226_00406-1,0
s_008um_00353_00461-1,0
s_008um_00598_00326-1,0
s_008um_00075_00638-1,0
s_008um_00305_00466-1,0
s_008um_00418_00725-1,0
s_008um_00620_00512-1,0
s_008um_00149_00632-1,0
s_008um_00383_00822-1,0
s_008um_00487_00783-1,0
s_008um_00434_00141-1,0
s_008um_00335_00592-1,0
s_008um_00289_00458-1,0
s_008um_00268_00277-1,0
s_008um_00217_00764-1,0
s_008um_00251_00291-1,0
s_008um_00239_00642-1,0
s_008um_00363_00360-1,0
s_008um_00113_00430-1,0
s_008um_00485_00681-1,0
s_008um_00158_00462-1,0
s_008um_00483_00621-1,0
s_008um_00378_00294-1,0
s_008um_00068_00542-1,0
s_008um_00537_00444-1,0
s_008um_00074_00636-1,0
s_008um_00283_00738-1,0
s_008um_00461_00310-1,0
s_008um_00151_00426-1,0
s_008um_00187_00437-1,0
s_008um_00332_00453-1,0
s_008um_00479_00575-1,0
s_008um_00463_00492-1,0
s_008um_00249_00187-1,0
s_008um_00290_00203-1,0
s_008um_00024_00260-1,0
s_008um_00107_00411-1,0
s_008um_00489_00476-1,0
s_008um_00405_00443-1,0
s_008um_00360_00365-1,0
s_008um_00558_00329-1,0
s_008um_00508_00556-1,0
s_008um_00393_00354-1,0
s_008um_00105_00345-1,0
s_008um_00376_00279-1,0
s_008um_00167_00770-1,0
s_008um_00429_00818-1,0
s_008um_00171_00694-1,0
s_008um_00492_00506-1,0
s_008um_00545_00655-1,0
s_008um_00134_00594-1,0
s_008um_00355_00695-1,0
s_008um_00257_00273-1,0
s_008um_00087_00533-1,0
s_008um_00119_00368-1,0
s_008um_00081_00422-1,0
s_008um_00296_00240-1,0
s_008um_00229_00349-1,0
s_008um_00320_00715-1,0
s_008um_00552_00348-1,0
s_008um_00496_00296-1,0
s_008um_00224_00758-1,0
s_008um_00387_00176-1,0
s_008um_00141_00365-1,0
s_008um_00406_00566-1,0
s_008um_00544_00210-1,0
s_008um_00445_00310-1,0
s_008um_00378_00752-1,0
s_008um_00508_00570-1,0
s_008um_00334_00311-1,0
s_008um_00292_00355-1,0
s_008um_00405_00117-1,0
s_008um_00327_00201-1,0
s_008um_00361_00242-1,0
s_008um_00473_00696-1,0
s_008um_00550_00617-1,0
s_008um_00352_00686-1,0
s_008um_00265_00755-1,0
s_008um_00380_00410-1,0
s_008um_00244_00821-1,0
s_008um_00322_00813-1,0
s_008um_00436_00530-1,0
s_008um_00310_00801-1,0
s_008um_00419_00804-1,0
s_008um_00424_00340-1,0
s_008um_00240_00676-1,0
s_008um_00333_00319-1,0
s_008um_00353_00436-1,0
s_008um_00509_00419-1,0
s_008um_00489_00278-1,0
s_008um_00079_00461-1,0
s_008um_00356_00796-1,0
s_008um_00253_00346-1,0
s_008um_00238_00786-1,0
s_008um_00510_00430-1,0
s_008um_00402_00300-1,0
s_008um_00494_00568-1,0
s_008um_00122_00568-1,0
s_008um_00230_00813-1,0
s_008um_00185_00363-1,0
s_008um_00200_00777-1,0
s_008um_00489_00321-1,0
s_008um_00533_00566-1,0
s_008um_00462_00371-1,0
s_008um_00130_00507-1,0
s_008um_00354_00323-1,0
s_008um_00053_00406-1,0
s_008um_00396_00445-1,0
s_008um_00145_00723-1,0
s_008um_00386_00348-1,0
s_008um_00316_00149-1,0
s_008um_00286_00458-1,0
s_008um_00550_00234-1,0
s_008um_00176_00634-1,0
s_008um_00444_00630-1,0
s_008um_00103_00574-1,0
s_008um_00514_00745-1,0
s_008um_00203_00400-1,0
s_008um_00137_00298-1,0
s_008um_00465_00744-1,0
s_008um_00159_00426-1,0
s_008um_00504_00248-1,0
s_008um_00200_00365-1,0
